brandName,productName,categoryType,bodyParts,productFunction,babyProduct,eczemaProduct,country,productIngredient,productURL
EVERSOFT,Avocado and Rice Bran Facial Cleanser 195G,cleanser,face,"cleansing, moisturizing, repairing",No,No,MALAYSIA,"Ingredients: Water, Glycerin, Myristic Acid, Palmitic Acid, Potassium Hydroxide, Lauric Acid, Potassium Cocoyl Glycinate, Stearic Acid, Methylpropanediol, Glyceryl Stearate, Decyl Glucoside, Ethylhexylglycerin, Polyquaternium-7, Pentasodium Triphosphate, BHT, Tetrasodium EDTA, Oryza Sativa (Organic Rice) Bran Extract, Citric Acid, Persea Gratissima (Organic Avocado) Fruit Extract, Fragrance, Sodium Benzoate, Potassium Sorbate.",https://www.watsons.com.my/eversoft-avocado-and-rice-bran-facial-cleanser-195g/p/BP_22746
SKINTIFIC,Niacinamide Brightening Facial Cleanser 80ml,cleanser,"face, eye","cleansing, moisturizing, brightening, repairing",No,No,,"Water, Glycerin, Sodium Cocoyl Glycinate, Lauryl Betaine, Hydroxypropyl Starch Phosphate, Citric Acid, Peg-60 Glyceryl Isostearate, Sodium Chloride, Glyceryl Stearate Se, Coco-Glucoside, Phenoxyethanol, Sodium Cocoyl Isethionate, Sodium Phytate, Ethylhexylglycerin, Polyquaternium-7, 1,2-Hexanediol, Quillaja Saponaria Bark Extract, Sodium Benzoate, Ceramide Np, Ceramide Eop, Hyaluronic Acid, Ceramide Ap, Centella Asiatica Extract, Niacinamide, Ceramide As, Panthenol, Ceramide Ns, Salicylic Acid, Arginine, Butylene Glycol, Hydrogenated Lecithin, Cetearyl Alcohol, Tocopherol, Stearic Acid, Ascorbic Acid, Sodium Hyaluronate, Cholesterol, Phytosphingosine",https://www.watsons.com.my/skintific-niacinamide-brightening-facial-cleanser-80ml/p/BP_1009463
CeraVe,Hydrating Cream-To-Foam Cleanse 236ml,cleanser,"face, feet, eye","cleansing, moisturizing, protecting, repairing",No,No,,"INGREDIENTS: AQUA / WATER / EAU, GLYCERIN, SODIUM METHYL COCOYL TAURATE, COCO-BETAINE, SODIUM COCOYL ISETHIONATE, SODIUM CHLORIDE, PCA, PPG-5-CETETH-20, PEG-100 STEARATE, PEG-150 PENTAERYTHRITYL TETRASTEARATE, PEG-6 CAPRYLIC/CAPRIC, GLYCERIDES, PEG-30 DIPOLYHYDROXYSTEARATE, CI 77891 / TITANIUM DIOXIDE, ASPARTIC ACID, CERAMIDE NP, CERAMIDE AP, CERAMIDE EOP, SORBITAN ISOSTEARATE, CARBOMER, GLYCOL DISTEARATE, GLYCERYL STEARATE, GLYCERYL OLEATE, GLYCINE, TRIDECETH-6, CETEARYL ALCOHOL, BEHENTRIMONIUM METHOSULFATE, THREONINE, SODIUM HYDROXIDE, SALICYLIC ACID, SODIUM PCA, SODIUM LACTATE, ARGININE, SODIUM LAUROYL, LACTYLATE, SERINE, SODIUM BENZOATE, VALINE, SODIUM HYALURONATE, PROLINE, ISOLEUCINE, CHOLESTEROL, PHENOXYETHANOL, ALANINE, PHENYLALANINE, COCONUT ACID, COCO-GLUCOSIDE, CHLORPHENESIN, DISODIUM EDTA, HYDROXYETHYL UREA, CITRIC ACID, HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER, CAPRYLYL GLYCOL, PHYTOSPHINGOSINE, XANTHAN GUM, HISTIDINE, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, POLYQUATERNIUM-53, POLYQUATERNIUM-39, POLYSORBATE 60, ETHYLHEXYLGLYCERIN, BENZOIC ACID (CODE F.I.L D253447/1)",https://www.watsons.com.my/cerave-hydrating-cream-to-foam-cleanse-236ml/p/BP_1016486
GLAD2GLOW,Centella Salicylic Acid Acne Gel Cleanser 70ml,cleanser,"face, arms, eye","cleansing, moisturizing, brightening, acne treatment, soothing, protecting, repairing",No,No,Usa,"AQUA, POTASSIUM COCOYL GLYCINATE, HYDROGENATED STARCH HYDROLYSATE, ACRYLATES/STEARETH-20 METHACRYLATE CROSSPOLYMER, CENTELLA ASIATICA EXTRACT, POTASSIUM COCOATE, SALICYLIC ACID, SODIUM LAUROAMPHOACETATE, LAURYL HYDROXYSULTAINE, ERYTHRITOL, CAPRYLYL GLYCOL, POTASSIUM HYDROXIDE, SODIUM CHLORIDE, DISODIUM EDTA, GLYCOSYL TREHALOSE, HYDROXYPROPYL CYCLODEXTRIN, AROMA, PHENOXYETHANOL",https://www.watsons.com.my/glad2glow-centella-salicylic-acid-acne-gel-cleanser-70ml/p/BP_1012450
HADA LABO,Premium Whitening Face Wash 100g,cleanser,"face, eye","cleansing, moisturizing, brightening, protecting, repairing, whitening",No,No,,"Water，Glycerin，Sodium Cocoyl Glycinate，Hydroxypropyl Starch Phosphate，Butylene Glycol，Sodium Methyl Cocoyl Taurate，Decyl Glucoside，Cocamidopropyl Betaine，Citric Acid，Glyceryl Stearate Se，Potassium Cocoyl Glycinate，Styrene/Acrylates Copolymer，Myristic Acid，Polyquaternium-7，Phenoxyethanol，Sodium Chloride，Lauric Acid，Chlorphenesin，Hydroxypropyl Methylcellulose，Disodium EDTA，BHT，Ethylhexylglycerin，Sodium Citrate，Sodium Benzoate，Alpha-Arbutin，Niacinamide，PEG-40 Hydrogenated Castor Oil，3-O-Ethyl Ascorbic Acid，Octyldodecanol，Retinyl Palmitate，Sodium Hyaluronate，Sodium Metabisulfite，Hydrolyzed Sodium Hyaluronate，Lecithin，Sodium Acetylated Hyaluronate，Phytic Acid，Centella Asiatica Extract，Trehalose，Urea，1,2-Hexanediol，Pentylene Glycol，Serine，Biosaccharide Gum-4，Caprylyl Glycol，Glyceryl Polyacrylate，Algin，Disodium Phosphate，Pullulan，Potassium Phosphate",https://www.watsons.com.my/hada-labo-premium-whitening-face-wash-100g/p/BP_1022014
CETAPHIL,Gentle Skin Cleanser For Face & Body 500ml X 3 (Expired April 2026),cleanser,"face, body","cleansing, moisturizing, acne treatment, soothing, protecting, repairing",Yes,No,,"AQUA, GLYCERIN, CETEARYL ALCOHOL, PANTHENOL, NIACINAMIDE, PANTOLACTONE, XANTHAN GUM, SODIUM COCOYL ISETHIONATE, SODIUM BENZOATE, CITRIC ACID",https://www.watsons.com.my/cetaphil-gentle-skin-cleanser-for-face-body-500ml-x-3-expired-april-2026/p/BP_19357
CeraVe,SA Smoothing Cleanser 473ml,cleanser,"face, eye","cleansing, moisturizing, exfoliating, acne treatment, protecting, repairing",No,No,,"2021556 18 - INGREDIENTS: AQUA / WATER, SODIUM LAUROYL SARCOSINATE, COCAMIDOPROPYL HYDROXYSULTAINE, GLYCERIN, NIACINAMIDE, GLUCONOLACTONE, SODIUM METHYL COCOYL TAURATE, PEG-150 PENTAERYTHRITYL TETRASTEARATE, CERAMIDE NP, CERAMIDE AP, CERAMIDE EOP, CARBOMER, CALCIUM GLUCONATE, SALICYLIC ACID, SODIUM BENZOATE, SODIUM LAUROYL LACTYLATE, CHOLESTEROL, PHENOXYETHANOL, DISODIUM EDTA, TETRASODIUM EDTA, HYDROLYZED HYALURONIC ACID, PHYTOSPHINGOSINE, XANTHAN GUM, ETHYLHEXYLGLYCERIN (CODE F.I.L D235671/1)",https://www.watsons.com.my/cerave-sa-smoothing-cleanser-473ml/p/BP_1015327
HADA LABO,AHA + BHA Exfoliating Face Wash 130g,cleanser,face,"cleansing, exfoliating, rejuvenating, protecting, repairing",No,No,,"Water, Butylene Glycol, Potassium Myristoyl Glutamate, Peg-20m, Lauramidopropyl Betaine, Stearic Acid,
Lauramide Dea, Glycolic Acid, Lauric Acid, Cocamidopropyl Hydroxysultaine, Glycol Distearate, Potassium Hydroxide,
Methylparaben, Salicylic Acid, Sodium Pca / Betaine / Sorbitol / Glycine / Alanine / Proline / Serine / Threonine / Arginine /
Lysine / Glutamic Acid / Methylparaben / Propylparaben / Water.",https://www.watsons.com.my/hada-labo-aha-bha-exfoliating-face-wash-130g/p/BP_73399
AIKEN,Tea Tree Oil Facial Cleanser 100g,cleanser,face,"cleansing, acne treatment, protecting, repairing",No,No,,AIKEN TEATREEOIL F.CLNS 100G,https://www.watsons.com.my/aiken-tea-tree-oil-facial-cleanser-100g/p/BP_23996
HADA LABO,Aging Care Face Wash 100g,cleanser,"face, arms, eye","cleansing, moisturizing, nourishing, brightening, anti-aging, protecting, repairing, firming",No,No,,"Water, Glycerin, Sodium Cocoyl Glycinate, Butylene Glycol, Hydroxypropyl Starch Phosphate, Sodium Methyl Cocoyl Taurate, Decyl Glucoside, Cocamidopropyl Betaine, Citric Acid, Glyceryl Stearate SE, Potassium Cocoyl Glycinate, Myristic Acid, Styrene/Acrylates Copolymer, Polyquaternium-7, Phenoxyethanol, Lauric Acid, Disodium EDTA, Sodium Chloride, Chlorphenesin, Salicylic Acid, Hydroxypropyl Methylcellulose, Citrus Medica Limonum (Lemon) Peel Oil, Citrus Paradisi (Grapefruit) Peel Oil, BHT, Ethylhexylglycerin, Sodium Benzoate, Sodium Citrate, Sodium Acetylated Hyaluronate, Sodium Hyaluronate, Hydrolyzed Sodium Hyaluronate, Glyoxal, 3-O-Ethyl Ascorbic Acid, Niacinamide, Mannitol, Retinyl Propionate, Fomes Officinalis (Mushroom) Extract, Betaine, Sodium Lauroyl Lactylate, Sodium PCA, Hydrolyzed Algin, Sodium Lactate, Pentylene Glycol, PCA, Serine, Alanine, Collagen, Glycine, Ceramide NP, Phytosphingosine, Ceramide AP, Cholesterol, 1,2-Hexanediol, Glutamic Acid, Xanthan Gum, Lysine HCL, Threonine, PEG-40 Hydrogenated Castor Oil, Carbomer, Arginine, Acetyl Tetrapeptide-11, Acetyl Tetrapeptide-9, Proline, Ceramide EOP",https://www.watsons.com.my/hada-labo-aging-care-face-wash-100g/p/BP_1005379
COSMODERM,Niacinamide Salicylic Acid Soothing Cream Cleanser 125ml,cleanser,face,"cleansing, moisturizing, acne treatment, soothing, repairing",No,No,,"Aqua, Myristic Acid, Stearic Acid, Glycerine, Potassium Hydroxide, Cetyl Alcohol, Lauramine Oxide, Niacinamide, Salicylic Acid, Polyquaternium-7, Mentha Piperita (Peppermint) Oil, Hydroxyethyl Cellulose, Glyceryl Stearate SE, Ethylene Glycol Monostearat",https://www.watsons.com.my/cosmoderm-niacinamide-salicylic-acid-soothing-cream-cleanser-125ml/p/BP_29136
COLLAGEN BY WATSONS,White Regeneration Vitamin C Plus & Niacinamide Purifying Peeling Gel 100g,cleanser,"face, arms, lips, eye","cleansing, exfoliating, brightening, protecting, repairing",No,No,,"Aqua, Glycerin, Cellulose, Butylene Glycol, Dipropylene Glycol, Phenoxyethanol, Arginine, Carbomer, Caprylyl Glycol, Polysorbate 20, Parfum, Disodium EDTA, Magnesium Ascorbyl Phosphate, Niacinamide, Sodium Citrate, 1,2-Hexanediol, Ascorbyl Glucoside, Citric Acid, Sodium Ascorbyl Phosphate, Hexanediol, Sr-Hydrozoan Polypeptide 1, Collagen Extract",https://www.watsons.com.my/collagen-by-watsons-white-regeneration-vitamin-c-plus-niacinamide-purifying-peeling-gel-100g/p/BP_1007084
LA ROCHE POSAY,Mela B3 Clarifying MicroPeeling Gel Cleanser 200ml,cleanser,face,"cleansing, acne treatment, repairing",No,No,,"AQUA/WATER/EAU, GLYCERIN, COCO-BETAINE, PROPANEDIOL, SODIUM COCOYL GLYCINATE, PEG-120 METHYL GLUCOSE DIOLEATE, SODIUM HYDROXIDE, SODIUM CHLORIDE, CITRIC ACID, GLUCONOLACTONE, CERAMIDE NP, NIACINAMIDE, 2-MERCAPTONICOTINOYL GLYCINE, SODIUM THIOSULFATE, DISODIUM EDTA, CAPRYLOYL, GLYCINE, CAPRYLYL GLYCOL, TRISODIUM ETHYLENEDIAMINE DISUCCINATE, PENTYLENE GLYCOL, ACRYLATES COPOLYMER, TOCOPHEROL, TOCOPHERYL ACETATE, PARFUM/ FRAGRANCE.",https://www.watsons.com.my/la-roche-posay-mela-b3-clarifying-micropeeling-gel-cleanser-200ml/p/BP_1007010
CETAPHIL,Gentle Skin Cleanser For Face & Body 236ml,cleanser,"face, body","cleansing, moisturizing, acne treatment, soothing, repairing",No,No,Usa,"Water, Cetyl Alcohol, Propylene Glycol, Sodium Lauryl Sulfate, Stearyl Alcohol, Methylparaben, Propylparaben, Butylparaben",https://www.watsons.com.my/cetaphil-gentle-skin-cleanser-for-face-body-236ml/p/BP_59381
HADA LABO,Mild & Sensitive Face Wash 100g,cleanser,face,"cleansing, moisturizing, rejuvenating, soothing, protecting, repairing, whitening",No,No,,HADA MILD&SENSITIVE FACE WASH 100G,https://www.watsons.com.my/hada-labo-mild-sensitive-face-wash-100g/p/BP_76015
EUCERIN,Pro Acne - Cleansing Gel 400ml,cleanser,face,"cleansing, moisturizing, acne treatment, soothing, repairing",No,No,,EUC PROACNE CLEANSIN GEL 400ML,https://www.watsons.com.my/eucerin-pro-acne-cleansing-gel-400ml/p/BP_69014
CeraVe,Foaming Cleanser for Oily Skin 473ml,cleanser,"face, arms","cleansing, moisturizing, soothing, protecting, repairing",No,No,,"AQUA/WATER, GLYCERIN, COCO-BETAINE, PROPYLENE GLYCOL, SODIUM COCOYL GLYCINATE, PEG-120 METHYL GLUCOSE DIOLEATE, SODIUM CHLORIDE, ACRYLATES COPOLYMER, CITRIC ACID, CAPRYLOYL GLYCINE, CAPRYLYL GLYCOL, SODIUM HYDROXIDE,NIACINAMIDE, DISODIUM EDTA, SODIUM HYALURONATE, SODIUM LAUROYL LACTYLATE, CERAMIDE NP,PHENOXYETHANOL, CERAMIDE AP, PHYTOSPHINGOSINE, CHOLESTEROL, XANTHAN GUM, CARBOMER,ETHYLHEXYLGLYCERIN, CERAMIDE EOP. (Code F.I.L. D250307/1)",https://www.watsons.com.my/cerave-foaming-cleanser-for-oily-skin-473ml/p/BP_1004946
LA ROCHE POSAY,Toleriance Caring Wash 200ml,cleanser,"face, eye","cleansing, moisturizing, brightening, repairing",No,No,,"AQUA / WATER • GLYCERIN • PENTAERYTHRITYL TETRAETHYLHEXANOATE • PROPYLENE GLYCOL • AMMONIUM POLYACRYLOYLDIMETHYL TAURATE • POLYSORBATE 60 • CERAMIDE NP • NIACINAMIDE • SODIUM CHLORIDE • COCO-BETAINE • DISODIUM EDTA • CAPRYLYL GLYCOL • PANTHENOL • T-BUTYL ALCOHOL • TOCOPHEROL. D189735/2

Please be aware that ingredient lists for the products of our brand are updated regularly. Please refer to the ingredient list on your
product package for the most up to date list of ingredients to ensure it is suitable to your personal use.
(For refilled products in the store, the most up to date list of ingredients should be obtained locally after refill of the product on the
point of sale).",https://www.watsons.com.my/la-roche-posay-toleriance-caring-wash-200ml/p/BP_48999
CETAPHIL,Bright Healthy Radiance Creamy Cleanser 100g,cleanser,face,"cleansing, moisturizing, brightening, repairing",No,No,,"Aqua, Glycerin, Isopropyl palmitate, heliantus annuus seed oil, sorbitol, hexyldecanol, hexydecyl laurate acrylates/c 10-30 Alkyl Acrylate crosspolymer, hydrolyzed hyaluronic acid, xylitol",https://www.watsons.com.my/cetaphil-bright-healthy-radiance-creamy-cleanser-100g/p/BP_66291
HADA LABO,Hydra & Whitening Face Wash 100g,cleanser,"face, eye","cleansing, moisturizing, repairing, whitening",No,No,,"Water,Butylene Glycol, Sodium Myristoyl Glutamate, Sorbitol, Sodium Methyl Cocyl Taurate,Sodium Lauroyl Glutamte, Cocomide DEA, Myristic Acid,Glyceryl Stearate, Sodium Chloride, Lauric Acid,PEG-40 Hydrogenated Castor Oil, Polyglyceryl-2 Isostearate, Polyquaternium-7, Methylparaben, Sodium Acetylated Hyaluronate, Hydroxypropyltrionium Hyaluronate.",https://www.watsons.com.my/hada-labo-hydra-whitening-face-wash-100g/p/BP_18748
EUCERIN,ProAcne Solution 3X Gel to Foam Cleanser 150ml,cleanser,"face, eye","cleansing, acne treatment, repairing",No,No,,"Aqua, Coco-Glucoside, Salicylic Acid, Glycerin, Sodium Laureth Sulfate, Xanthan Gum, PEG-8, Alcohol Denat., Glycolic Acid, Gluconolactone, Phenoxyethanol, Trisodium Ethylenediamine Disuccinate, Citric Acid, Sodium Hydroxide, Parfum",https://www.watsons.com.my/eucerin-proacne-solution-3x-gel-to-foam-cleanser-150ml/p/BP_1001980
ST IVES,Nourished & Smooth Oatmeal Scrub + Mask 170g,cleanser,"face, hair","cleansing, moisturizing, exfoliating, nourishing, brightening, repairing",No,No,USA,"Water, Sodium Methyl 2-Sulfolaurate, Glycerin, Hydrated Silica, Decyl Glucoside, Acrylates/Palmeth-25 Acrylate Copolymer, Acrylates Copolymer, Cocamidopropyl Betaine, Disodium 2-Sulfolaurate, Cocamidopropyl PG-Dimonium Chloride Phosphate, Juglans Regia (Walnut) Shell Powder, Avena Sativa (Oat) Meal Extract, Honey, Fragrance, Polyacrylamide, PPG-2 Methyl Ether, Phenethyl Alcohol, Disodium EDTA, Methylisothiazolinone, Titanium Dioxide.",https://www.watsons.com.my/st-ives-nourished-smooth-oatmeal-scrub-mask-170g/p/BP_97999
EUCERIN,Spotless Brightening Exfoliating Cleansing Gel 400ml,cleanser,"face, eye","cleansing, moisturizing, exfoliating, brightening, acne treatment, repairing",No,No,,"Aqua, Alcohol Denat., Sodium Cocoamphoacetate, Glycerin, Coco-Betaine, Lactic Acid, Sodium Chloride, Dehydroxanthan Gum, Glycolic Acid, Glyceryl Glucoside, Sodium Hydroxide, Sodium Benzoate",https://www.watsons.com.my/eucerin-spotless-brightening-exfoliating-cleansing-gel-400ml/p/BP_1014924
EUCERIN,Spotless Brightening Cleanser Foam 150g,cleanser,"face, arms","cleansing, moisturizing, brightening, repairing",No,No,,"Aqua, Potassium Stearate, Potassium Myristate, Propylene
Glycol, Glycerin, Potassium Laurate, PEG-150, PEG-8, Glyceryl Stearate,
Octadecenedioic Acid, Bisabolol, Cera Alba, Sodium Methyl Cocoyl
Taurate, BHT, Potassium Etidronate, Disodium EDTA, Parfum.",https://www.watsons.com.my/eucerin-spotless-brightening-cleanser-foam-150g/p/BP_74444
A.SOLUTION,Heartleaf Trouble Cleansing Foam 150g,cleanser,face,"cleansing, moisturizing, acne treatment, soothing, repairing",No,No,,"Water, Myristic Acid, Glycerin, Methylpropanediol, Coco-glucoside, Palmitic Acid, Potassium Hydroxide, Stearic Acid, Lauric Acid, Salicylic Acid, Panthenol, Caprylyl Glycol, Glyceryl Stearate, Houttuynia Cordata Extract, Melaleuca Alternifolia (Tea Tree) Extract, Aureobasidium Pullulans Ferment, Allantoin, Butylene Glycol, Cetearyl Olivate, Propanediol, Sorbitan Olivate, Centella Asiatica Extract, Betula Alba Bark Extract, Oenothera Biennis (Evening Primrose) Seed Extract, 1,2-Hexanediol, Oenothera Biennis (Evening Primrose) Flower Extract, Pentylene Glycol, Ethoxydiglycol, Decyl Glucoside, Polyglyceryl-10 Laurate, Totarol, Artemisia Annua Extract, Protease, Gynostemma Pentaphyllum Extract, Sodium Hyaluronate",https://www.watsons.com.my/a.solution-heartleaf-trouble-cleansing-foam-150g/p/BP_1026163
ANUA,Heartleaf Quercetinol Pore Deep Cleansing Foam 150ml,cleanser,face,"cleansing, exfoliating, acne treatment, soothing, repairing",No,No,,"Houttuynia Cordata Extract (33.4%), Quercetin(10,000 ppb), Houttuynia Cordata Extract, Glycerin, Sodium Cocoyl Glycinate, Water, Sodium Lauroyl Glutamate, Coco-Glucoside, Sodium Cocoamphoacetate, Sodium Chloride, 1,2-Hexanediol, Salicylic Acid, Butylene Glycol, Lecithin, Glyceryl Stearate SE, Hydroxypropyl Starch Phosphate, Potassium Benzoate, Polyquaternium-67, Houttuynia Cordata Powder, Quercetin, Oenothera Biennis (Evening Primrose) Flower Extract, Ulmus Davidiana Root Extract, Pinus Palustris Leaf Extract, Pueraria Lobata Root Extract, Capryloyl Salicylic Acid, Tocopherol, Sodium Hyaluronate, Hydroxypropyltrimonium Hyaluronate, Sodium Acetylated Hyaluronate, Hydrolyzed Hyaluronic Acid, Hyaluronic Acid, Sodium Hyaluronate Crosspolymer, Hydrolyzed Sodium Hyaluronate, Potassium Hyaluronate, Dextrin, Gardenia Florida Fruit Extract, Fragrance, Ethylhexylglycerin, Disodium EDTA",https://www.watsons.com.my/anua-heartleaf-quercetinol-pore-deep-cleansing-foam-150ml/p/BP_1005340
EVERSOFT,Rose and Pearl Whip Cleanser 120G,cleanser,face,"cleansing, moisturizing, repairing",No,No,Malaysia,"Ingredients: Water, PEG-8, Myristic Acid, Stearic Acid, Potassium Hydroxide, Palmitic Acid, Glycerin, Lauric Acid, Butylene Glycol, Glyceryl Stearate SE, Polyquaternium-7, Tetrasodium EDTA, BHT, PEG-90M, Pearl Powder, Rosa Damascena Flower Extract, Citric",https://www.watsons.com.my/eversoft-rose-and-pearl-whip-cleanser-120g/p/BP_35788
WARDAH,Heartleaf + Amino Calm & Soothe Gel Cleanser 120 ml,cleanser,"face, eye","cleansing, moisturizing, acne treatment, soothing, repairing",No,No,,"Aqua, Glycerin, Cocamidopropyl Betaine, Propanediol, Hydroxypropyl Bis-Hydroxyethyldimonium Chloride, Sodium Methyl Cocoyl Taurate, Sodium Benzoate, Panthenol, Trehalose, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Xanthan Gum, Sodium Chloride, Saccharide Isomerate, Allantoin, Polyquaternium-39, Chlorphenesin, Glyceryl Polyacrylate, Potassium Hydroxide, Disodium EDTA, Butylene Glycol, Betaine, Sodium PCA, Citric Acid, Sodium Citrate, Sodium Lactate, PCA, Houttuynia Cordata Extract, Serine, Alanine, Glycine, Glutamic Acid, Lysine HCL, Threonine, Arginine, Pentylene Glycol, Beta-Glucan, Caprylyl Glycol, Proline.",https://www.watsons.com.my/wardah-heartleaf-amino-calm-soothe-gel-cleanser-120-ml/p/BP_1012678
CLEAN & CLEAR,Deep Action Cleanser 50ml,cleanser,face,"cleansing, moisturizing, repairing",No,No,,C&C DEEP ACTION CLEANSER 50ML,https://www.watsons.com.my/clean-clear-deep-action-cleanser-50ml/p/BP_41003
HIMALAYA,Gentle Exfoliating Daily Face Wash 100ml,cleanser,face,"cleansing, moisturizing, exfoliating, rejuvenating, brightening, acne treatment, soothing, repairing",No,No,,HIMALAYA EXFO FACE WASH 100ML,https://www.watsons.com.my/himalaya-gentle-exfoliating-daily-face-wash-100ml/p/BP_19882
GARNIER,Sakura White Whip Foam 100ml,cleanser,"face, eye","cleansing, moisturizing, brightening, repairing, whitening",No,No,,AQUA / WATER SORBITOL LAURIC ACID STEARIC ACID MYRISTIC ACID POTASSIUM HYDROXIDE GLYCOL DISTEARATE PALMITIC ACID KAOLIN SODIUMCOCOAMPHOACETATE COCO-BETAINE LINALOOL PARFUM / FRAGRANCE SODIUM CHLORIDE SALICYLIC ACID SODIUM BENZOATE PHENOXYE,https://www.watsons.com.my/garnier-sakura-white-whip-foam-100ml/p/BP_51758
SOME BY MI,Lacto Soy Mild Peeling Bubble Cleanser 180ml,cleanser,face,"cleansing, moisturizing, exfoliating, nourishing, protecting, repairing",No,No,,"Water, Glycerin, Sodium C14-16 Olefin Sulfonate, Methyl Perfluoroisobutyl Ether, Disodium Cocoamphodiacetate, Lauryl Glucoside, Acrylates Copolymer, Sodium Cocoyl Alaninate, Coco-Betaine, Sodium Chloride, Betaine, Potassium Benzoate, Glucomannan, Lactobacillus/Soymilk Ferment Filtrate (1,023 ppm), Tromethamine, Butylene Glycol, Polyquaternium-67, Ethylhexyl Palmitate, Hexylene Glycol, Glucose, Xanthan Gum, Cetyl Ethylhexanoate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Propanediol, Polyglyceryl-10 Oleate, 1,2-Hexanediol, Urea, Saccharide Hydrolysate, Hydrogenated Lecithin, Sodium Acetate, Cynanchum Atratum Extract, Serine, Glutamic Acid, Aspartic Acid.",https://www.watsons.com.my/some-by-mi-lacto-soy-mild-peeling-bubble-cleanser-180ml/p/BP_1022233
SKIN1004,Madagascar Centella Tone Brightening Cleansing Gel Foam 125ml,cleanser,"face, eye","cleansing, moisturizing, brightening, soothing, protecting, repairing",No,No,,"Centella Asiatica Extract(41%), Water, Lauryl Hydroxysultaine, Glycerin, Disodium Cocoamphodiacetate, Potassium Cocoyl Glycinate, Sodium Chloride, Potassium Cocoate, Sodium Lauroyl Glutamate, Vitis Vinifera (Grape) Fruit Extract, Pyrus Malus (Apple) Fruit Extract, Carica Papaya (Papaya) Fruit Extract, Prunus Mume Fruit Extract, Madecassoside, 1,2-Hexanediol, Xylitylglucoside, Anhydroxylitol, Xylitol, Niacinamide, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, 3-O-Ethyl Ascorbic Acid, Trehalose, Butylene Glycol, Panthenol, Agave Tequilana Leaf Extract, Glucose, Caprylic/Capric Triglyceride, Hexylene Glycol, Pentylene Glycol, Citric Acid, Potassium Benzoate, Ethylhexylglycerin, Disodium EDTA",https://www.watsons.com.my/skin1004-madagascar-centella-tone-brightening-cleansing-gel-foam-125ml/p/BP_70092
